elevation,slope,aspect_sin,aspect_cos,curvature,ndvi,ndsi,swir_ratio,texture,backscatter_vv,backscatter_vh,coherence,t2m_mean,precip_sum,climate_domain,velocity,polygon_id
4561.810178271044,16.809065608323262,0.7131196072353624,-0.7010423851497729,0.840382856694095,0.39152017721460397,0.4402027312326874,0.5773399743780627,0.10465732680606804,-15.087672932028685,-19.608649797018995,0.4766283379908084,-5.305093321832741,288.9742987585034,0.0,14.958059433288987,1
5426.071459614875,19.20306978125064,0.8673457243383105,-0.49770613264460734,-0.0011231008785604897,0.048868062171857476,0.06563565252896915,1.4903016028339873,0.04506961750120925,-14.615614565357983,-16.1089299293886,0.37755315615742724,1.0388454561832443,296.5922531812919,0.0,37.90295849631626,2
5097.990912717108,30.63642179606541,0.8942746199416838,0.4475186075775586,-0.4090010923708731,3.5638682886967134e-05,0.5283672986804634,1.8867174076915796,0.0923607198937786,-15.012089884390395,-18.001686451101445,0.39799816143798356,-5.612862600808282,761.9168885479726,0.0,63.88184616445281,3
4897.987726295555,15.200131581796764,-0.6240978309302051,-0.7813462084301767,0.06150933676337781,0.08519116181331833,0.9825409184663816,1.4264567257816818,0.16903036612342243,-10.634196528242427,-13.724666728659699,0.5768597576593438,-1.9807758622037435,319.7111634127723,0.0,21.86145364338737,4
4234.027960663655,31.08949054436514,0.1463472323353008,-0.9892332826931156,-0.27526698410035066,0.000609590324212,0.8856974809609722,1.5689862311021163,0.035844992110352226,-5.612473959978404,-9.949691050903676,0.3926716143578398,-7.431053366002652,508.96618831312685,0.0,68.19529946819,5
4233.991780504304,7.644032929300745,-0.747191078494379,0.664609277860614,-0.3083650549782008,0.00019676104898866235,0.5280018084525382,1.6884003087838204,0.2692029687019385,-13.532970225548773,-14.171371939855733,0.6454049592276564,-2.5903573158574806,408.0650672991071,0.0,1.1896005702932668,6
4087.1254182522994,28.30395311625892,0.2003845775114242,0.9797173169315565,0.2165920336357713,8.352284661963357e-06,0.5527926562258269,0.8333694832792272,0.023992545285346598,-13.152824038427806,-16.28396690252563,0.40022383166824593,-7.012765901814666,154.71152907730146,0.0,55.04657450723546,7
5299.2642186624025,30.42642899164209,-0.7857754395350616,-0.6185118904463203,-0.8018647375149477,0.1430986539058974,0.2948272847094681,1.3714458770188447,0.2517032893882163,-13.753747642459142,-19.59731142827617,0.3443486952459409,-3.1778510502018893,965.3377928301239,1.0,74.08887936151092,8
4901.672517614813,10.454529585120163,-0.9966920839954355,0.08127047250284515,-0.7219644612461136,0.997391646726618,0.3060398004646061,0.9635850740452837,0.002870563799698462,-9.426969718111145,-12.013234246951152,0.5771041223606319,0.6068925869758335,249.60766797848478,0.0,8.904290449998706,9
5062.108866694069,17.91039597116601,-0.9982240958915493,0.05957058318918065,0.009645440186971404,0.20440785278730045,0.8177712005790505,0.8742430688379579,0.07825299731336621,-10.720929418819857,-14.867220172370484,0.5893353718428026,0.9352731514055286,287.38616875979085,0.0,30.325035044692797,10
4030.876741443704,9.964993239909669,-0.6562351473063995,0.7545564468214078,-0.011154269456215594,0.9205097756368306,0.017290216567177406,0.7886846226283317,0.42112988780703464,-12.049882266466494,-13.68363132248418,0.6190810460714641,1.172985305134441,564.0725890846461,1.0,12.597103316895288,11
5454.864778242992,26.19812386982653,-0.9913355020721856,-0.1313541865769334,0.17177728851996787,0.8077978702490938,0.9193685399769995,1.3781459229540662,0.09410413334612215,-15.639334402650842,-17.081686966010242,0.3619820348835133,-4.322962080956367,448.9751959473333,0.0,46.4639293793557,12
5248.663961200633,21.060433041849702,-0.4381888214105586,0.8988829494382601,0.9376126942416942,0.9524177273928023,0.9134750898738749,1.6917978898307076,0.08093700856845046,-14.903287020743045,-16.518886362497206,0.49589908329855714,-0.7127718501073828,401.00000124634005,1.0,30.31524621381596,13
4318.508666017414,24.059700401249632,0.86814358961124,-0.4963131146936487,0.052257018037910566,0.05890363018029234,0.7343021181576483,1.8138335962826684,0.11471837540319973,-11.47411927332562,-15.16622963161149,0.523092089309715,-4.260210336004415,740.9556123120562,1.0,47.74386691456749,14
4272.737450810651,10.894609008686334,-0.02016399352613614,-0.9997966860142505,0.29908607516739727,1.656303025451412e-05,0.9433627431412424,1.142878919212789,0.03415080419824419,-11.330138128728194,-14.499485654146753,0.6291208869905293,0.2834919514426666,660.291745433495,1.0,12.926934174245577,15
4275.106764780151,11.352375861572586,0.08834978941334326,0.996089511394743,-0.487766467807316,0.00216599167306255,0.19645808125982864,1.0593485002969083,0.005542322035937284,-12.048327875897192,-14.675419442826733,0.6508167644578625,-4.5259698159882715,312.1072292706058,0.0,4.903956005413008,16
4456.363364439307,6.244919765297191,0.04370188763718912,0.9990446161293031,0.38396883175826857,0.72727829836056,0.8911832795752224,1.5309603531508864,0.028910207909328065,-10.00521861821909,-11.66622664221319,0.5631241761857708,-5.790013980786047,584.8562617587801,0.0,1.0,17
4787.134647448357,14.662026055871891,0.9980763674404227,0.061996489875881536,-0.2631954325553389,0.7072530710929665,0.3431239993609519,1.670538862778526,0.01938847542034902,-15.667732108926025,-20.22436189097478,0.5596689080931445,-0.6502964210013058,659.8560994648001,1.0,19.94655675543174,18
4647.917527963174,21.79233984001025,0.5918808224419149,0.8060254909278505,0.03571041629054659,0.2364961696484421,0.6827229110929272,0.8799790050085949,0.25713700039894083,-11.089230368520115,-13.949091429810068,0.46466348175142164,-6.881978086324439,688.4799452540756,0.0,35.65814287282342,19
4436.843710297063,30.738047419919862,0.9979424584934518,-0.06411590704376888,-0.05442431253458085,7.433476128079707e-09,0.8490023277057105,0.945936326316555,0.19123150382764464,-11.256041033709852,-11.454156625207533,0.42236815597375815,-1.1330101938314767,698.7833569922898,0.0,75.23841225698077,20
4917.77934208357,25.00782342376042,0.8967614460429759,0.4425143036003591,0.5164871174570155,2.7812728538538555e-09,0.4221208543894568,1.3000899787264255,0.038230618354096496,-14.873817656010235,-18.676908060729833,0.4074658702789072,-6.129945750713146,786.0746880757944,0.0,43.87162045559138,21
4209.240790978063,18.06188970199254,0.17823909672076507,0.9839872074372541,-0.6549882771874997,5.84739451130596e-05,0.8601875306796564,1.1665785317599155,0.18083115398263608,-13.814699164807358,-16.85380531917374,0.47605266246444067,-2.4654463901681005,147.13503048019976,0.0,31.23880018002307,22
4438.2169728028275,33.593603431824135,-0.5395132130132696,0.8419771332905059,-1.1416193173075198,0.696107971783921,0.8985584473030971,1.5586815995895833,0.023794339147066128,-9.920611572931579,-9.000380240529905,0.36391054039704296,-2.5749151404782706,583.6250483048759,1.0,88.02807738436897,23
4549.542764940537,26.577356017274955,0.05164447345046906,0.998665533780967,-0.10671634854396225,0.047682295862512436,0.13173210900745635,1.256727486481619,0.022261775666791703,-15.41577494445023,-18.777629863906988,0.3881388020872023,-0.8375528923007503,651.0632819056606,1.0,69.81005639712981,24
4684.104976325554,32.9049560858765,-0.9961788189324811,-0.08733705233340074,0.23426562845256205,0.0001442787579982881,0.731268788994777,0.667398658583874,0.14590174481912366,-4.608686790238103,-9.916877875012133,0.38392169923823954,-4.040381302262219,463.6669060957152,1.0,87.80445781099539,25
5177.76394208952,20.82763919816497,0.8168755793077569,0.5768139110065018,0.07613468790375001,0.016525280295178073,0.11934686388735924,0.7489297921821568,0.03959068529689769,-10.332715197324742,-13.418786140214637,0.38976610970956593,-3.396106812062863,945.424633379336,1.0,42.16102696212434,26
4299.51067323754,12.767128243794188,-0.5239463050647453,0.8517512955135442,0.6161021187069556,0.14174725106079264,0.034290195537633204,1.8528632657309594,0.006698699826561943,-12.172010431944168,-12.662616098757153,0.6311157086828488,-5.096789056932832,361.6898692640677,1.0,7.1236873077628875,27
4771.351657620417,6.58480059094166,-0.6237904101960878,0.781591660745812,0.21868633708983418,0.08663423382617763,0.4999460937969473,0.8410975472448934,0.12729177517272713,-12.756457003114729,-14.171385103802532,0.4948920549927578,1.269656454806623,599.9542662834235,1.0,12.001858874343752,28
